	0
ID=gene-Tb927.2.4110	1
ID=gene-Tb927.2.4130	1
ID=gene-Tb927.2.4140	1
ID=gene-Tb927.2.4150	1
ID=gene-Tb927.2.4160	1
ID=gene-Tb927.2.4200	1
ID=gene-Tb927.2.4210	1
ID=gene-Tb927.2.4230	1
ID=gene-Tb927.2.4240	1
ID=gene-Tb927.2.4280	1
ID=gene-Tb927.2.4330	1
ID=gene-Tb927.2.4340	1
ID=gene-Tb927.2.4370	1
ID=gene-Tb927.2.4380	1
ID=gene-Tb927.2.4390	1
ID=gene-Tb927.2.4400	1
ID=gene-Tb927.2.4410	1
ID=gene-Tb927.2.4420	1
ID=gene-Tb927.2.4440	1
ID=gene-Tb927.2.4460	1
ID=gene-Tb927.2.4470	1
ID=gene-Tb927.2.4480	1
ID=gene-Tb927.2.4510	1
ID=gene-Tb927.2.4520	1
ID=gene-Tb927.2.4530	1
ID=gene-Tb927.2.4540	1
ID=gene-Tb927.2.4550	1
ID=gene-Tb927.2.4560	1
ID=gene-Tb927.2.4580	1
ID=gene-Tb927.2.4590	1
ID=gene-Tb927.2.4610	1
ID=gene-Tb927.2.4620	1
ID=gene-Tb927.2.4670	1
ID=gene-Tb927.2.4680	1
ID=gene-Tb927.2.4700	1
ID=gene-Tb927.2.4710	1
ID=gene-Tb927.2.4720	1
ID=gene-Tb927.2.4740	1
ID=gene-Tb927.2.4750	1
ID=gene-Tb927.2.4760	1
ID=gene-Tb927.2.4780	1
ID=gene-Tb927.2.4800	1
ID=gene-Tb927.2.4810	1
ID=gene-Tb927.2.4830	1
ID=gene-Tb927.2.4840	1
ID=gene-Tb927.2.4850	1
ID=gene-Tb927.2.4870	1
ID=gene-Tb927.2.4890	1
ID=gene-Tb927.2.4900	1
ID=gene-Tb927.2.4920	1
ID=gene-Tb927.2.4930	1
ID=gene-Tb927.2.4950	1
ID=gene-Tb927.2.4970	1
ID=gene-Tb927.2.4990	1
ID=gene-Tb927.2.5000	1
ID=gene-Tb927.2.5010	1
ID=gene-Tb927.2.5020	1
ID=gene-Tb927.2.5030	1
ID=gene-Tb927.2.5040	1
ID=gene-Tb927.2.5050	1
ID=gene-Tb927.2.5060	1
ID=gene-Tb927.2.5070	1
ID=gene-Tb927.2.5080	1
ID=gene-Tb927.2.5120	1
ID=gene-Tb927.2.5130	1
ID=gene-Tb927.2.5160	1
ID=gene-Tb927.2.5180	1
ID=gene-Tb927.2.5190	1
ID=gene-Tb927.2.5200	1
ID=gene-Tb927.2.5210	1
ID=gene-Tb927.2.5230	1
ID=gene-Tb927.2.5240	1
ID=gene-Tb927.2.5250	1
ID=gene-Tb927.2.5260	1
ID=gene-Tb927.2.5270	1
ID=gene-Tb927.2.5280	1
ID=gene-Tb927.2.5290	1
ID=gene-Tb927.2.5300	1
ID=gene-Tb927.2.5310	1
ID=gene-Tb927.2.5320	1
ID=gene-Tb927.2.5330	1
ID=gene-Tb927.2.5340	1
ID=gene-Tb927.2.5350	1
ID=gene-Tb927.2.5360	1
ID=gene-Tb927.2.5410	1
ID=gene-Tb927.2.5440	1
ID=gene-Tb927.2.5480	1
ID=gene-Tb927.2.5500	1
ID=gene-Tb927.2.5530	1
ID=gene-Tb927.2.5540	1
ID=gene-Tb927.2.5600	1
ID=gene-Tb927.2.5610	1
ID=gene-Tb927.2.5650	1
ID=gene-Tb927.2.5660	1
ID=gene-Tb927.2.5680	1
ID=gene-Tb927.2.5700	1
ID=gene-Tb927.2.5750	1
ID=gene-Tb927.2.5760	1
ID=gene-Tb927.2.5800	1
ID=gene-Tb927.2.5810	1
ID=gene-Tb927.2.5820	1
ID=gene-Tb927.2.5830	1
ID=gene-Tb927.2.5860	1
ID=gene-Tb927.2.5870	1
ID=gene-Tb927.2.5890	1
ID=gene-Tb927.2.5900	1
ID=gene-Tb927.2.5930	1
ID=gene-Tb927.2.5950	1
ID=gene-Tb927.2.5980	1
ID=gene-Tb927.2.6000	1
ID=gene-Tb927.2.6050	1
ID=gene-Tb927.2.6070	1
ID=gene-Tb927.2.6080	1
ID=gene-Tb927.2.6090	1
ID=gene-Tb927.2.6130	1
ID=gene-Tb927.2.6150	1
ID=gene-Tb927.2.6210	1
ID=gene-Tb927.2.6220	1
ID=gene-Tb927.2.6230	1
ID=gene-Tb927.2.6240	1
ID=gene-Tb927.2.6270	1
ID=gene-Tb927.2.6280	1
ID=gene-Tb927.2.6310	1
ID=gene-Tb927.2.6320	1
ID=gene-Tb927.2.6410	1
ID=gene-TB927.1.50	1
ID=gene-TB927.1.70	1
ID=gene-TB927.1.80	1
ID=gene-TB927.1.120	1
ID=gene-TB927.1.180	1
ID=gene-TB927.1.220	1
ID=gene-TB927.1.230	1
ID=gene-TB927.1.250	1
ID=gene-TB927.1.270	1
ID=gene-TB927.1.280	1
ID=gene-TB927.1.290	1
ID=gene-TB927.1.310	1
ID=gene-TB927.1.340	1
ID=gene-TB927.1.360	1
ID=gene-TB927.1.370	1
ID=gene-TB927.1.420	1
ID=gene-TB927.1.470	1
ID=gene-TB927.1.480	1
ID=gene-TB927.1.490	1
ID=gene-TB927.1.540	1
ID=gene-TB927.1.550	1
ID=gene-TB927.1.560	1
ID=gene-TB927.1.570	1
ID=gene-TB927.1.580	1
ID=gene-TB927.1.590	1
ID=gene-TB927.1.600	1
ID=gene-TB927.1.610	1
ID=gene-TB927.1.620	1
ID=gene-TB927.1.630	1
ID=gene-TB927.1.640	1
ID=gene-TB927.1.650	1
ID=gene-TB927.1.660	1
ID=gene-TB927.1.700	1
ID=gene-TB927.1.710	1
ID=gene-TB927.1.730	1
ID=gene-TB927.1.740	1
ID=gene-TB927.1.750	1
ID=gene-TB927.1.760	1
ID=gene-TB927.1.790	1
ID=gene-TB927.1.800	1
ID=gene-TB927.1.820	1
ID=gene-TB927.1.830	1
ID=gene-TB927.1.840	1
ID=gene-TB927.1.860	1
ID=gene-TB927.1.870	1
ID=gene-TB927.1.880	1
ID=gene-TB927.1.890	1
ID=gene-TB927.1.900	1
ID=gene-TB927.1.910	1
ID=gene-TB927.1.920	1
ID=gene-TB927.1.930	1
ID=gene-TB927.1.940	1
ID=gene-TB927.1.990	1
ID=gene-TB927.1.970	1
ID=gene-TB927.1.1000	1
ID=gene-TB927.1.1010	1
ID=gene-TB927.1.1020	1
ID=gene-TB927.1.1030	1
ID=gene-TB927.1.1040	1
ID=gene-TB927.1.1050	1
ID=gene-TB927.1.1060	1
ID=gene-TB927.1.1080	1
ID=gene-TB927.1.1090	1
ID=gene-TB927.1.1100	1
ID=gene-TB927.1.1130	1
ID=gene-TB927.1.1140	1
ID=gene-TB927.1.1150	1
ID=gene-TB927.1.1160	1
ID=gene-TB927.1.1180	1
ID=gene-TB927.1.1220	1
ID=gene-TB927.1.1230	1
ID=gene-TB927.1.1240	1
ID=gene-TB927.1.1270	1
ID=gene-TB927.1.1260	1
ID=gene-TB927.1.1280	1
ID=gene-TB927.1.1290	1
ID=gene-TB927.1.1300	1
ID=gene-TB927.1.1310	1
ID=gene-TB927.1.1320	1
ID=gene-TB927.1.1340	1
ID=gene-TB927.1.1350	1
ID=gene-TB927.1.1360	1
ID=gene-TB927.1.1370	1
ID=gene-TB927.1.1380	1
ID=gene-TB927.1.1390	1
ID=gene-TB927.1.1400	1
ID=gene-TB927.1.1420	1
ID=gene-TB927.1.1410	1
ID=gene-TB927.1.1430	1
ID=gene-TB927.1.1450	1
ID=gene-TB927.1.1460	1
ID=gene-TB927.1.1470	1
ID=gene-TB927.1.1480	1
ID=gene-TB927.1.1500	1
ID=gene-TB927.1.1490	1
ID=gene-TB927.1.1520	1
ID=gene-TB927.1.1510	1
ID=gene-TB927.1.1530	1
ID=gene-TB927.1.1540	1
ID=gene-TB927.1.1550	1
ID=gene-TB927.1.1560	1
ID=gene-TB927.1.1570	1
ID=gene-TB927.1.1580	1
ID=gene-TB927.1.1600	1
ID=gene-TB927.1.1620	1
ID=gene-TB927.1.1630	1
ID=gene-TB927.1.1640	1
ID=gene-TB927.1.1660	1
ID=gene-TB927.1.1670	1
ID=gene-TB927.1.1680	1
ID=gene-TB927.1.1690	1
ID=gene-TB927.1.1700	1
ID=gene-TB927.1.1710	1
ID=gene-TB927.1.1720	1
ID=gene-TB927.1.1730	1
ID=gene-TB927.1.1740	1
ID=gene-TB927.1.1750	1
ID=gene-TB927.1.1780	1
ID=gene-TB927.1.1790	1
ID=gene-TB927.1.1840	1
ID=gene-TB927.1.1850	1
ID=gene-TB927.1.1870	1
ID=gene-TB927.1.1880	1
ID=gene-TB927.1.1890	1
ID=gene-TB927.1.1900	1
ID=gene-TB927.1.1910	1
ID=gene-TB927.1.1920	1
ID=gene-TB927.1.1930	1
ID=gene-TB927.1.1960	1
ID=gene-TB927.1.1980	1
ID=gene-TB927.1.2000	1
ID=gene-TB927.1.2020	1
ID=gene-TB927.1.2030	1
ID=gene-TB927.1.2040	1
ID=gene-TB927.1.2080	1
ID=gene-TB927.1.2090	1
ID=gene-TB927.1.2100	1
ID=gene-TB927.1.2110	1
ID=gene-TB927.1.2120	1
ID=gene-TB927.1.2130	1
ID=gene-TB927.1.2140	1
ID=gene-TB927.1.2150	1
ID=gene-TB927.1.2160	1
ID=gene-TB927.1.2190	1
ID=gene-TB927.1.2180	1
ID=gene-TB927.1.2200	1
ID=gene-TB927.1.2210	1
ID=gene-TB927.1.2230	1
ID=gene-TB927.1.2220	1
ID=gene-TB927.1.2240	1
ID=gene-TB927.1.2250	1
ID=gene-TB927.1.2260	1
ID=gene-TB927.1.2280	1
ID=gene-TB927.1.2300	1
ID=gene-TB927.1.2320	1
ID=gene-TB927.1.2330	1
ID=gene-TB927.1.2340	1
ID=gene-TB927.1.2360	1
ID=gene-TB927.1.2380	1
ID=gene-TB927.1.2390	1
ID=gene-TB927.1.2420	1
ID=gene-TB927.1.2430	1
ID=gene-TB927.1.2440	1
ID=gene-TB927.1.2460	1
ID=gene-TB927.1.2470	1
ID=gene-TB927.1.2480	1
ID=gene-TB927.1.2490	1
ID=gene-TB927.1.2500	1
ID=gene-TB927.1.2510	1
ID=gene-TB927.1.2530	1
ID=gene-TB927.1.2560	1
ID=gene-TB927.1.2570	1
ID=gene-TB927.1.2580	1
ID=gene-TB927.1.2600	1
ID=gene-TB927.1.2590	1
ID=gene-TB927.1.2610	1
ID=gene-TB927.1.2620	1
ID=gene-TB927.1.2640	1
ID=gene-TB927.1.2630	1
ID=gene-TB927.1.2650	1
ID=gene-TB927.1.2660	1
ID=gene-TB927.1.2670	1
ID=gene-TB927.1.2680	1
ID=gene-TB927.1.2690	1
ID=gene-TB927.1.2700	1
ID=gene-TB927.1.2710	1
ID=gene-TB927.1.2720	1
ID=gene-TB927.1.2730	1
ID=gene-TB927.1.2740	1
ID=gene-TB927.1.2760	1
ID=gene-TB927.1.2770	1
ID=gene-TB927.1.2780	1
ID=gene-TB927.1.2820	1
ID=gene-TB927.1.2830	1
ID=gene-TB927.1.2840	1
ID=gene-TB927.1.2850	1
ID=gene-TB927.1.2870	1
ID=gene-TB927.1.2880	1
ID=gene-TB927.1.2890	1
ID=gene-TB927.1.2920	1
ID=gene-TB927.1.2980	1
ID=gene-TB927.1.2990	1
ID=gene-TB927.1.3000	1
ID=gene-TB927.1.3010	1
ID=gene-TB927.1.3030	1
ID=gene-TB927.1.3040	1
ID=gene-TB927.1.3070	1
ID=gene-TB927.1.3080	1
ID=gene-TB927.1.3110	1
ID=gene-TB927.1.3120	1
ID=gene-TB927.1.3130	1
ID=gene-TB927.1.3150	1
ID=gene-TB927.1.3180	1
ID=gene-TB927.1.3200	1
ID=gene-TB927.1.3220	1
ID=gene-TB927.1.3230	1
ID=gene-TB927.1.3250	1
ID=gene-TB927.1.3260	1
ID=gene-TB927.1.3270	1
ID=gene-TB927.1.3280	1
ID=gene-TB927.1.3290	1
ID=gene-TB927.1.3300	1
ID=gene-TB927.1.3310	1
ID=gene-TB927.1.3320	1
ID=gene-TB927.1.3330	1
ID=gene-TB927.1.3350	1
ID=gene-TB927.1.3360	1
ID=gene-TB927.1.3380	1
ID=gene-TB927.1.3370	1
ID=gene-TB927.1.3390	1
ID=gene-TB927.1.3400	1
ID=gene-TB927.1.3410	1
ID=gene-TB927.1.3430	1
ID=gene-TB927.1.3450	1
ID=gene-TB927.1.3470	1
ID=gene-TB927.1.3490	1
ID=gene-TB927.1.3510	1
ID=gene-TB927.1.3540	1
ID=gene-TB927.1.3550	1
ID=gene-TB927.1.3560	1
ID=gene-TB927.1.3580	1
ID=gene-TB927.1.3630	1
ID=gene-TB927.1.3650	1
ID=gene-TB927.1.3670	1
ID=gene-TB927.1.3680	1
ID=gene-TB927.1.3700	1
ID=gene-TB927.1.3710	1
ID=gene-TB927_01.rRNA.1	1
ID=gene-TB927.1.3720	1
ID=gene-TB927_01.rRNA.2	1
ID=gene-TB927_01.rRNA.4	1
ID=gene-TB927_01.rRNA.6	1
ID=gene-TB927.1.3740	1
ID=gene-TB927.1.3750	1
ID=gene-TB927.1.3760	1
ID=gene-TB927.1.3770	1
ID=gene-TB927.1.3800	1
ID=gene-TB927.1.3810	1
ID=gene-TB927.1.3840	1
ID=gene-TB927.1.3850	1
ID=gene-TB927.1.3860	1
ID=gene-TB927.1.3880	1
ID=gene-TB927.1.3890	1
ID=gene-TB927.1.3900	1
ID=gene-TB927.1.3910	1
ID=gene-TB927.1.3920	1
ID=gene-TB927.1.3930	1
ID=gene-TB927.1.3940	1
ID=gene-TB927.1.3950	1
ID=gene-TB927.1.3960	1
ID=gene-TB927.1.3980	1
ID=gene-TB927.1.3990	1
ID=gene-TB927.1.4010	1
ID=gene-TB927.1.4020	1
ID=gene-TB927.1.4030	1
ID=gene-TB927.1.4040	1
ID=gene-TB927.1.4050	1
ID=gene-TB927.1.4080	1
ID=gene-TB927.1.4090	1
ID=gene-TB927.1.4120	1
ID=gene-TB927.1.4130	1
ID=gene-TB927.1.4140	1
ID=gene-TB927.1.4170	1
ID=gene-TB927.1.4180	1
ID=gene-TB927.1.4220	1
ID=gene-TB927.1.4250	1
ID=gene-TB927.1.4240	1
ID=gene-TB927.1.4260	1
ID=gene-TB927.1.4280	1
ID=gene-TB927.1.4270	1
ID=gene-TB927.1.4290	1
ID=gene-TB927.1.4300	1
ID=gene-TB927.1.4310	1
ID=gene-TB927.1.4320	1
ID=gene-TB927.1.4340	1
ID=gene-TB927.1.4370	1
ID=gene-TB927.1.4410	1
ID=gene-TB927.1.4420	1
ID=gene-TB927.1.4430	1
ID=gene-TB927.1.4440	1
ID=gene-TB927.1.4450	1
ID=gene-TB927.1.4460	1
ID=gene-TB927.1.4470	1
ID=gene-TB927.1.4480	1
ID=gene-TB927.1.4490	1
ID=gene-TB927.1.4540	1
ID=gene-TB927.1.4550	1
ID=gene-TB927.1.4560	1
ID=gene-TB927.1.4570	1
ID=gene-TB927.1.4580	1
ID=gene-TB927.1.4590	1
ID=gene-TB927.1.4600	1
ID=gene-TB927.1.4620	1
ID=gene-TB927.1.4630	1
ID=gene-TB927.1.4650	1
ID=gene-TB927.1.4660	1
ID=gene-TB927.1.4670	1
ID=gene-TB927.1.4680	1
ID=gene-TB927.1.4700	1
ID=gene-TB927.1.4710	1
ID=gene-TB927.1.4720	1
ID=gene-TB927.1.4730	1
ID=gene-TB927.1.4740	1
ID=gene-TB927.1.4750	1
ID=gene-TB927.1.4760	1
ID=gene-TB927.1.4770	1
ID=gene-TB927.1.4780	1
ID=gene-TB927.1.4850	1
ID=gene-TB927.1.4840	1
ID=gene-TB927.1.4870	1
ID=gene-TB927.1.4880	1
ID=gene-TB927.1.4910	1
ID=gene-TB927.1.4940	1
ID=gene-TB927.1.4930	1
ID=gene-TB927.1.4960	1
ID=gene-TB927.1.4970	1
ID=gene-TB927.1.5000	1
ID=gene-TB927.1.5030	1
ID=gene-TB927.1.5040	1
ID=gene-TB927.1.5050	1
ID=gene-TB927.1.5100	1
ID=gene-TB927.1.5110	1
ID=gene-TB927.1.5120	1
ID=gene-TB927.1.5200	1
ID=gene-TB927.1.5190	1
ID=gene-TB927.1.5230	1
ID=gene-TB927.1.5260	1
ID=gene-TB927.1.5290	1
ID=gene-TB927.1.5310	1
ID=gene-Tb11.51.0005	1
ID=gene-Tb11.03.0990	1
ID=gene-Tb11.03.0965	1
ID=gene-Tb11.03.0960	1
ID=gene-Tb11.03.0935	1
ID=gene-Tb11.03.0920	1
ID=gene-Tb11.03.0910	1
ID=gene-Tb11.03.0900	1
ID=gene-Tb11.03.0890	1
ID=gene-Tb11.03.0880	1
ID=gene-Tb11.03.0830	1
ID=gene-Tb11.03.0810	1
ID=gene-Tb11.03.0800	1
ID=gene-Tb11.03.0790	1
ID=gene-Tb11.03.0750	1
ID=gene-Tb11.03.0710	1
ID=gene-Tb11.03.0690	1
ID=gene-Tb11.03.0680	1
ID=gene-Tb11.03.0670	1
ID=gene-Tb11.03.0660	1
ID=gene-Tb11.03.0650	1
ID=gene-Tb11.03.0580	1
ID=gene-Tb11.03.0570	1
ID=gene-Tb11.03.0550	1
ID=gene-Tb11.03.0540	1
ID=gene-Tb11.03.0530	1
ID=gene-Tb11.03.0500	1
ID=gene-Tb11.03.0490	1
ID=gene-Tb11.03.0475	1
ID=gene-Tb11.03.0470	1
ID=gene-Tb11.03.0460	1
ID=gene-Tb11.03.0450	1
ID=gene-Tb11.03.0430	1
ID=gene-Tb11.50.0006	1
ID=gene-Tb11.50.0004	1
ID=gene-Tb11.50.0003	1
ID=gene-Tb11.50.0002	1
ID=gene-Tb11.03.0400	1
ID=gene-Tb11.03.0390	1
ID=gene-Tb11.03.0370	1
ID=gene-Tb11.03.0350	1
ID=gene-Tb11.03.0340	1
ID=gene-Tb11.03.0330	1
ID=gene-Tb11.03.0320	1
ID=gene-Tb11.03.0310	1
ID=gene-Tb11.03.0300	1
ID=gene-Tb11.03.0290	1
ID=gene-Tb11.03.0280	1
ID=gene-Tb11.03.0260	1
ID=gene-Tb11.03.0250	1
ID=gene-Tb11.03.0240	1
ID=gene-Tb11.03.0230	1
ID=gene-Tb11.03.0210	1
ID=gene-Tb11.03.0200	1
ID=gene-Tb11.03.0190	1
ID=gene-Tb11.03.0180	1
ID=gene-Tb11.03.0170	1
ID=gene-Tb11.03.0160	1
ID=gene-Tb11.03.0150	1
ID=gene-Tb11.03.0140	1
ID=gene-Tb11.03.0130	1
ID=gene-Tb11.03.0115	1
ID=gene-Tb11.03.0110	1
ID=gene-Tb11.03.0090	1
ID=gene-Tb11.03.0060	1
ID=gene-Tb11.03.0040	1
ID=gene-Tb11.03.0030	1
ID=gene-Tb11.03.0020	1
ID=gene-Tb11.57.0008	1
ID=gene-Tb11.47.0036	1
ID=gene-Tb11.47.0035	1
ID=gene-Tb11.v4.0001	1
ID=gene-Tb11.47.0034	1
ID=gene-Tb11.47.0033	1
ID=gene-Tb11.47.0032	1
ID=gene-Tb11.47.0031	1
ID=gene-Tb11.47.0030	1
ID=gene-Tb11.47.0029	1
ID=gene-Tb11.47.0028	1
ID=gene-Tb11.47.0026	1
ID=gene-Tb11.47.0024	1
ID=gene-Tb11.47.0023	1
ID=gene-Tb11.47.0022	1
ID=gene-Tb11.47.0021	1
ID=gene-Tb11.47.0017	1
ID=gene-Tb11.47.0016	1
ID=gene-Tb11.47.0015	1
ID=gene-Tb11.47.0014	1
ID=gene-Tb11.47.0013	1
ID=gene-Tb11.47.0011	1
ID=gene-Tb11.47.0010	1
ID=gene-Tb11.47.0009	1
ID=gene-Tb11.47.0008	1
ID=gene-Tb11.47.0007	1
ID=gene-Tb11.47.0006	1
ID=gene-Tb11.47.0004	1
ID=gene-Tb11.47.0002	1
ID=gene-Tb11.47.0001	1
ID=gene-Tb11.27.0001	1
ID=gene-Tb11.53.0001	1
ID=gene-Tb11.55.0028	1
ID=gene-Tb11.55.0027	1
ID=gene-Tb11_snoRNA_0020	1
ID=gene-Tb11_snoRNA_0027	1
ID=gene-Tb11_snoRNA_0029	1
ID=gene-Tb11.55.0026	1
ID=gene-Tb11.55.0025	1
ID=gene-Tb11.55.0024	1
ID=gene-Tb11.55.0023	1
ID=gene-Tb11.55.0022	1
ID=gene-Tb11.55.0021	1
ID=gene-Tb11.55.0020	1
ID=gene-Tb11.55.0019	1
ID=gene-Tb11.55.0017	1
ID=gene-Tb11.55.0016	1
ID=gene-Tb11.55.0015	1
ID=gene-Tb11.55.0014	1
ID=gene-Tb11.55.0013	1
ID=gene-Tb11.55.0012	1
ID=gene-Tb11.55.0011	1
ID=gene-Tb11.55.0010	1
ID=gene-Tb11.55.0009	1
ID=gene-Tb11.55.0008	1
ID=gene-Tb11.55.0007	1
ID=gene-Tb11.55.0006	1
ID=gene-Tb11.55.0005	1
ID=gene-Tb11.55.0004	1
ID=gene-Tb11.55.0003	1
ID=gene-Tb11.55.0002	1
ID=gene-Tb11.39.0007	1
ID=gene-Tb11.39.0006	1
ID=gene-Tb11.39.0004	1
ID=gene-Tb11.39.0010	1
ID=gene-Tb11.42.0002	1
ID=gene-Tb11.42.0001	1
ID=gene-Tb11.46.0014	1
ID=gene-Tb11.46.0013	1
ID=gene-Tb11.46.0012	1
ID=gene-Tb11.46.0011	1
ID=gene-Tb11.46.0009	1
ID=gene-Tb11.46.0008	1
ID=gene-Tb11.46.0007	1
ID=gene-Tb11.46.0006	1
ID=gene-Tb11.46.0005	1
ID=gene-Tb11.46.0004	1
ID=gene-Tb11.46.0003	1
ID=gene-Tb11.46.0002	1
ID=gene-Tb11.57.0001	1
ID=gene-Tb11.18.0018	1
ID=gene-Tb11.18.0017	1
ID=gene-Tb11.18.0016	1
ID=gene-Tb11.18.0015	1
ID=gene-Tb11.18.0013	1
ID=gene-Tb11.18.0012	1
ID=gene-Tb11.18.0011	1
ID=gene-Tb11.18.0010	1
ID=gene-Tb11.18.0009	1
ID=gene-Tb11.57.0003	1
ID=gene-Tb11.57.0004	1
ID=gene-Tb11.18.0008	1
ID=gene-Tb11.18.0007	1
ID=gene-Tb11.18.0006	1
ID=gene-Tb11.57.0005	1
ID=gene-Tb11.18.0003	1
ID=gene-Tb11.18.0002	1
ID=gene-Tb11.18.0001	1
ID=gene-Tb11.22.0011	1
ID=gene-Tb11.22.0010	1
ID=gene-Tb11.22.0008	1
ID=gene-Tb11.22.0007	1
ID=gene-Tb11.22.0006	1
ID=gene-Tb11.22.0005	1
ID=gene-Tb11.22.0004	1
ID=gene-Tb11.22.0003	1
ID=gene-Tb11.22.0002	1
ID=gene-Tb11.02.0010	1
ID=gene-Tb11.02.0020	1
ID=gene-Tb11.02.0030	1
ID=gene-Tb11.02.0040	1
ID=gene-Tb11.02.0050	1
ID=gene-Tb11.02.0060	1
ID=gene-Tb11.02.0070	1
ID=gene-Tb11.02.0080	1
ID=gene-Tb11.02.0090	1
ID=gene-Tb11.02.0100	1
ID=gene-Tb11.02.0110	1
