	0
ID=gene-TB927.1.1930	1
ID=gene-TB927.1.1960	1
ID=gene-TB927.1.1970	1
ID=gene-TB927.1.2000	1
ID=gene-TB927.1.2020	1
ID=gene-TB927.1.2100	1
ID=gene-TB927.1.2110	1
ID=gene-TB927.1.2120	1
ID=gene-TB927.1.2190	1
ID=gene-TB927.1.2180	1
ID=gene-TB927.1.2200	1
ID=gene-TB927.1.2290	1
ID=gene-TB927.1.2340	1
ID=gene-TB927.1.2360	1
ID=gene-TB927.1.2380	1
ID=gene-TB927.1.2400	1
ID=gene-TB927.1.2430	1
ID=gene-TB927.1.2440	1
ID=gene-TB927.1.2450	1
ID=gene-TB927.1.2460	1
ID=gene-TB927.1.2470	1
ID=gene-TB927.1.2480	1
ID=gene-TB927.1.2490	1
ID=gene-TB927.1.2500	1
ID=gene-TB927.1.2510	1
ID=gene-TB927.1.2520	1
ID=gene-TB927.1.2530	1
ID=gene-TB927.1.2540	1
ID=gene-TB927.1.2550	1
ID=gene-TB927.1.2560	1
ID=gene-TB927.1.2570	1
ID=gene-TB927.1.2580	1
ID=gene-TB927.1.2600	1
ID=gene-TB927.1.2590	1
ID=gene-TB927.1.2650	1
ID=gene-TB927.1.2700	1
ID=gene-TB927.1.2710	1
ID=gene-TB927.1.2720	1
ID=gene-TB927.1.2740	1
ID=gene-TB927.1.2750	1
ID=gene-TB927.1.2760	1
ID=gene-TB927.1.2770	1
ID=gene-TB927.1.2810	1
ID=gene-TB927.1.2910	1
ID=gene-TB927.1.2940	1
ID=gene-TB927.1.2950	1
ID=gene-TB927.1.2970	1
ID=gene-TB927.1.2980	1
ID=gene-TB927.1.2985	1
ID=gene-TB927.1.2990	1
ID=gene-TB927.1.3000	1
ID=gene-TB927.1.3010	1
ID=gene-TB927.1.3020	1
ID=gene-TB927.1.3040	1
ID=gene-TB927.1.3050	1
ID=gene-TB927.1.3070	1
ID=gene-TB927.1.3110	1
ID=gene-TB927.1.3120	1
ID=gene-TB927.1.3130	1
ID=gene-TB927.1.3160	1
ID=gene-TB927.1.3170	1
ID=gene-TB927.1.3180	1
ID=gene-TB927.1.3200	1
ID=gene-TB927.1.3220	1
ID=gene-TB927.1.3230	1
ID=gene-TB927.1.3250	1
ID=gene-TB927.1.3260	1
ID=gene-TB927.1.3270	1
ID=gene-TB927.1.3280	1
ID=gene-TB927.1.3290	1
ID=gene-TB927.1.3300	1
ID=gene-TB927.1.3320	1
ID=gene-TB927.1.3340	1
ID=gene-TB927.1.3350	1
ID=gene-TB927.1.3360	1
ID=gene-TB927.1.3380	1
ID=gene-TB927.1.3370	1
ID=gene-TB927.1.3400	1
ID=gene-TB927.1.3410	1
ID=gene-TB927.1.3520	1
ID=gene-TB927.1.3550	1
ID=gene-TB927.1.3560	1
ID=gene-TB927.1.3580	1
ID=gene-TB927.1.3620	1
ID=gene-TB927.1.3600	1
ID=gene-TB927.1.3670	1
ID=gene-TB927.1.3680	1
ID=gene-TB927.1.3710	1
ID=gene-TB927_01.rRNA.1	1
ID=gene-TB927.1.3720	1
ID=gene-TB927.1.3730	1
ID=gene-TB927_01.rRNA.2	1
ID=gene-TB927_01.rRNA.4	1
ID=gene-TB927_01.rRNA.6	1
ID=gene-TB927_01.rRNA.7	1
ID=gene-TB927.1.3770	1
ID=gene-TB927.1.3800	1
ID=gene-TB927.1.3830	1
ID=gene-TB927.1.3840	1
ID=gene-TB927.1.3860	1
ID=gene-TB927.1.3870	1
ID=gene-TB927.1.3880	1
ID=gene-TB927.1.3890	1
ID=gene-TB927.1.3900	1
ID=gene-TB927.1.3910	1
ID=gene-TB927.1.3920	1
ID=gene-TB927.1.3940	1
ID=gene-TB927.1.3950	1
ID=gene-TB927.1.4010	1
ID=gene-TB927.1.4050	1
ID=gene-TB927.1.4060	1
ID=gene-TB927.1.4070	1
ID=gene-TB927.1.4100	1
ID=gene-TB927.1.4130	1
ID=gene-TB927.1.4140	1
ID=gene-TB927.1.4180	1
ID=gene-TB927.1.4190	1
ID=gene-TB927.1.4200	1
ID=gene-TB927.1.4220	1
ID=gene-TB927.1.4230	1
ID=gene-TB927.1.4250	1
ID=gene-TB927.1.4240	1
ID=gene-TB927.1.4260	1
ID=gene-TB927.1.4280	1
ID=gene-TB927.1.4300	1
ID=gene-TB927.1.4310	1
ID=gene-TB927.1.4370	1
ID=gene-TB927.1.4380	1
ID=gene-TB927.1.4410	1
ID=gene-TB927.1.4420	1
ID=gene-TB927.1.4440	1
ID=gene-TB927.1.4450	1
ID=gene-TB927.1.4460	1
ID=gene-TB927.1.4470	1
ID=gene-TB927.1.4480	1
ID=gene-TB927.1.4490	1
ID=gene-TB927.1.4500	1
ID=gene-TB927.1.4520	1
ID=gene-TB927.1.4540	1
ID=gene-TB927.1.4560	1
ID=gene-TB927.1.4580	1
ID=gene-TB927.1.4600	1
ID=gene-TB927.1.4630	1
ID=gene-TB927.1.4680	1
ID=gene-TB927.1.4690	1
ID=gene-TB927.1.4700	1
ID=gene-TB927.1.4710	1
ID=gene-TB927.1.4720	1
ID=gene-TB927.1.4730	1
ID=gene-TB927.1.4760	1
ID=gene-TB927.1.4770	1
ID=gene-TB927.1.4780	1
ID=gene-TB927.1.4800	1
ID=gene-TB927.1.4850	1
ID=gene-TB927.1.4840	1
ID=gene-TB927.1.4920	1
ID=gene-TB927.1.4960	1
ID=gene-TB927.1.4970	1
ID=gene-TB927.1.5000	1
ID=gene-TB927.1.5030	1
ID=gene-TB927.1.5150	1
ID=gene-TB927.1.5140	1
ID=gene-TB927.1.5160	1
ID=gene-TB927.1.5200	1
ID=gene-TB927.1.5190	1
ID=gene-TB927.1.5250	1
ID=gene-TB927.1.5300	1
ID=gene-TB927.1.5330	1
ID=gene-Tb927.2.340	1
ID=gene-Tb927.2.450	1
ID=gene-Tb927.2.470	1
ID=gene-Tb927.2.510	1
ID=gene-Tb927.2.680	1
ID=gene-Tb927.2.900	1
ID=gene-Tb927.2.940	1
ID=gene-Tb927.2.950	1
ID=gene-Tb927.2.1180	1
ID=gene-Tb927.2.1210	1
ID=gene-Tb927.2.1290	1
ID=gene-Tb927.2.1380	1
ID=gene-Tb927.2.1389	1
ID=gene-Tb927.2.1416	1
ID=gene-Tb927.2.1434	1
ID=gene-Tb927.2.1443	1
ID=gene-Tb927.2.1452	1
ID=gene-Tb927.2.1480	1
ID=gene-Tb927.2.1510	1
ID=gene-Tb927.2.1530	1
ID=gene-Tb927.2.1540	1
ID=gene-Tb927.2.1550	1
ID=gene-Tb927.2.1560	1
ID=gene-Tb927.2.1680	1
ID=gene-Tb927.2.1700	1
ID=gene-Tb927.2.1800	1
ID=gene-Tb927.2.1810	1
ID=gene-Tb927.2.1820	1
ID=gene-Tb927.2.1850	1
ID=gene-Tb927.2.1860	1
ID=gene-Tb927.2.1920	1
ID=gene-Tb927.2.1931	1
ID=gene-Tb927.2.1953	1
ID=gene-Tb927.2.1975	1
ID=gene-Tb927.2.2020	1
ID=gene-Tb927.2.2060	1
ID=gene-Tb927.2.2070	1
ID=gene-Tb927.2.2090	1
ID=gene-Tb927.2.2120	1
ID=gene-Tb927.2.2160	1
ID=gene-Tb927.2.2190	1
ID=gene-Tb927.2.2210	1
ID=gene-Tb927.2.2220	1
ID=gene-Tb927.2.2230	1
ID=gene-Tb927.2.2240	1
ID=gene-Tb927.2.2260	1
ID=gene-Tb927.2.2340	1
ID=gene-Tb927.2.2360	1
ID=gene-Tb927.2.2370	1
ID=gene-Tb927.2.2380	1
ID=gene-Tb927.2.2390	1
ID=gene-Tb927.2.2400	1
ID=gene-Tb927.2.2410	1
ID=gene-Tb927.2.2430	1
ID=gene-Tb927.2.2440	1
ID=gene-Tb927.2.2460	1
ID=gene-Tb927.2.2470	1
ID=gene-Tb927.2.2500	1
ID=gene-Tb927.2.2510	1
ID=gene-Tb927.2.2520	1
ID=gene-Tb927.2.2530	1
ID=gene-Tb927.2.2550	1
ID=gene-Tb927.2.2570	1
ID=gene-Tb927.2.2580	1
ID=gene-Tb927.2.2650	1
ID=gene-Tb927.2.2670	1
ID=gene-Tb927.2.2720	1
ID=gene-Tb927.2.2830	1
ID=gene-Tb927.2.2860	1
ID=gene-Tb927.2.2880	1
ID=gene-Tb927.2.2910	1
ID=gene-Tb927.2.2950	1
ID=gene-Tb927.2.2970	1
ID=gene-Tb927.2.2990	1
ID=gene-Tb927.2.3000	1
ID=gene-Tb927.2.3020	1
ID=gene-Tb927.2.3090	1
ID=gene-Tb927.2.3160	1
ID=gene-Tb927.2.3180	1
ID=gene-Tb927.2.3190	1
ID=gene-Tb927.2.3320	1
ID=gene-Tb927.2.3340	1
ID=gene-Tb927.2.3390	1
ID=gene-Tb927.2.3400	1
ID=gene-Tb927.2.3420	1
ID=gene-Tb927.2.3440	1
ID=gene-Tb927.2.3620	1
ID=gene-Tb927.2.3660	1
ID=gene-Tb927.2.3720	1
ID=gene-Tb927.2.3750	1
ID=gene-Tb927.2.3780	1
ID=gene-Tb927.2.3800	1
ID=gene-Tb927.2.3880	1
ID=gene-Tb927.2.3910	1
ID=gene-Tb927.2.3930	1
ID=gene-Tb927.2.3960	1
ID=gene-Tb927.2.3970	1
ID=gene-Tb927.2.3990	1
ID=gene-Tb927.2.4000	1
ID=gene-Tb927.2.4020	1
ID=gene-Tb927.2.4060	1
ID=gene-Tb927.2.4090	1
ID=gene-Tb927.2.4110	1
ID=gene-Tb927.2.4130	1
ID=gene-Tb927.2.4140	1
ID=gene-Tb927.2.4150	1
ID=gene-Tb927.2.4160	1
ID=gene-Tb927.2.4200	1
ID=gene-Tb927.2.4210	1
ID=gene-Tb927.2.4230	1
ID=gene-Tb927.2.4240	1
ID=gene-Tb927.2.4280	1
ID=gene-Tb927.2.4330	1
ID=gene-Tb927.2.4340	1
ID=gene-Tb927.2.4370	1
ID=gene-Tb927.2.4390	1
ID=gene-Tb927.2.4400	1
ID=gene-Tb927.2.4460	1
ID=gene-Tb927.2.4510	1
ID=gene-Tb927.2.4520	1
ID=gene-Tb927.2.4530	1
ID=gene-Tb927.2.4540	1
ID=gene-Tb927.2.4550	1
ID=gene-Tb927.2.4560	1
ID=gene-Tb927.2.4580	1
ID=gene-Tb927.2.4650	1
ID=gene-Tb927.2.4680	1
ID=gene-Tb927.2.4700	1
ID=gene-Tb927.2.4710	1
ID=gene-Tb927.2.4720	1
ID=gene-Tb927.2.4740	1
ID=gene-Tb927.2.4750	1
ID=gene-Tb927.2.4760	1
ID=gene-Tb927.2.4780	1
ID=gene-Tb927.2.4800	1
ID=gene-Tb927.2.4810	1
ID=gene-Tb927.2.4830	1
ID=gene-Tb927.2.4840	1
ID=gene-Tb927.2.4850	1
ID=gene-Tb927.2.4890	1
ID=gene-Tb927.2.4900	1
ID=gene-Tb927.2.4920	1
ID=gene-Tb927.2.4930	1
ID=gene-Tb927.2.4950	1
ID=gene-Tb927.2.4970	1
ID=gene-Tb927.2.4980	1
ID=gene-Tb927.2.4990	1
ID=gene-Tb927.2.5000	1
ID=gene-Tb927.2.5010	1
ID=gene-Tb927.2.5020	1
ID=gene-Tb927.2.5030	1
ID=gene-Tb927.2.5080	1
ID=gene-Tb927.2.5130	1
ID=gene-Tb927.2.5150	1
ID=gene-Tb927.2.5160	1
ID=gene-Tb927.2.5200	1
ID=gene-Tb927.2.5210	1
ID=gene-Tb927.2.5230	1
ID=gene-Tb927.2.5240	1
ID=gene-Tb927.2.5250	1
ID=gene-Tb927.2.5260	1
ID=gene-Tb927.2.5270	1
ID=gene-Tb927.2.5280	1
ID=gene-Tb927.2.5410	1
ID=gene-Tb927.2.5440	1
ID=gene-Tb927.2.5480	1
ID=gene-Tb927.2.5500	1
ID=gene-Tb927.2.5530	1
ID=gene-Tb927.2.5540	1
ID=gene-Tb927.2.5600	1
ID=gene-Tb927.2.5610	1
ID=gene-Tb927.2.5630	1
ID=gene-Tb927.2.5650	1
ID=gene-Tb927.2.5660	1
ID=gene-Tb927.2.5680	1
ID=gene-Tb927.2.5700	1
ID=gene-Tb927.2.5750	1
ID=gene-Tb927.2.5760	1
ID=gene-Tb927.2.5800	1
ID=gene-Tb927.2.5810	1
ID=gene-Tb927.2.5820	1
ID=gene-Tb927.2.5830	1
ID=gene-Tb927.2.5850	1
ID=gene-Tb927.2.5890	1
ID=gene-Tb927.2.5900	1
ID=gene-Tb927.2.5910	1
ID=gene-Tb927.2.5930	1
ID=gene-Tb927.2.5970	1
ID=gene-Tb927.2.5980	1
ID=gene-Tb927.2.6000	1
ID=gene-Tb927.2.6050	1
ID=gene-Tb927.2.6070	1
ID=gene-Tb927.2.6080	1
ID=gene-Tb927.2.6100	1
ID=gene-Tb927.2.6130	1
ID=gene-Tb927.2.6200	1
ID=gene-Tb927.2.6320	1
ID=gene-Tb927.3.150	1
ID=gene-Tb927.3.370	1
ID=gene-Tb927.3.440	1
ID=gene-Tb927.3.490	1
ID=gene-Tb927.3.580	1
ID=gene-Tb927.3.590	1
ID=gene-Tb927.3.660	1
ID=gene-Tb927.3.670	1
ID=gene-Tb927.3.720	1
ID=gene-Tb927.3.750	1
ID=gene-Tb927.3.760	1
ID=gene-Tb927.3.780	1
ID=gene-Tb927.3.800	1
ID=gene-Tb927.3.850	1
ID=gene-Tb927.3.870	1
ID=gene-Tb927.3.920	1
ID=gene-Tb927.3.930	1
ID=gene-Tb927.3.950	1
ID=gene-Tb927.3.960	1
ID=gene-Tb927.3.970	1
ID=gene-Tb927.3.980	1
ID=gene-Tb927.3.1000	1
ID=gene-Tb927.3.1010	1
ID=gene-Tb927.3.1020	1
ID=gene-Tb927.3.1030	1
ID=gene-Tb927.3.1090	1
ID=gene-Tb927.3.1120	1
ID=gene-Tb927.3.1130	1
ID=gene-Tb927.3.1140	1
ID=gene-Tb927.3.1150	1
ID=gene-Tb927.3.1160	1
ID=gene-Tb927.3.1170	1
ID=gene-Tb927.3.1180	1
ID=gene-Tb927.3.1190	1
ID=gene-Tb927.3.1200	1
ID=gene-Tb927.3.1210	1
ID=gene-Tb927.3.1220	1
ID=gene-Tb927.3.1230	1
ID=gene-Tb927.3.1240	1
ID=gene-Tb927.3.1250	1
ID=gene-Tb927.3.1260	1
ID=gene-Tb927.3.1270	1
ID=gene-Tb927.3.1280	1
ID=gene-Tb927.3.1290	1
ID=gene-Tb927.3.1310	1
ID=gene-Tb927.3.1320	1
ID=gene-Tb927.3.1330	1
ID=gene-Tb927.3.1340	1
ID=gene-Tb927.3.1360	1
ID=gene-Tb927.3.1370	1
ID=gene-Tb927.3.1380	1
ID=gene-Tb927.3.1400	1
ID=gene-Tb927.3.1410	1
ID=gene-Tb927.3.1420	1
ID=gene-Tb927.3.1430	1
ID=gene-Tb927.3.1440	1
ID=gene-Tb927.3.1450	1
ID=gene-Tb927.3.1480	1
ID=gene-Tb927.3.1500	1
ID=gene-Tb927.3.1530	1
ID=gene-Tb927.3.1550	1
ID=gene-Tb927.3.1560	1
ID=gene-Tb927.3.1580	1
ID=gene-Tb927.3.1590	1
ID=gene-Tb927.3.1610	1
ID=gene-Tb927.3.1620	1
ID=gene-Tb927.3.1630	1
ID=gene-Tb927.3.1660	1
ID=gene-Tb927.3.1670	1
ID=gene-Tb927.3.1680	1
ID=gene-Tb927.3.1700	1
ID=gene-Tb927.3.1710	1
ID=gene-Tb927.3.1720	1
ID=gene-Tb927.3.1730	1
ID=gene-Tb927.3.1740	1
ID=gene-Tb927.3.1770	1
ID=gene-Tb927.3.1780	1
ID=gene-Tb927.3.1800	1
ID=gene-Tb927.3.1820	1
ID=gene-Tb927.3.1840	1
ID=gene-Tb927.3.1860	1
ID=gene-Tb927.3.1880	1
ID=gene-Tb927.3.1890	1
ID=gene-Tb927.3.1920	1
ID=gene-Tb927.3.1930	1
ID=gene-Tb927.3.1960	1
ID=gene-Tb927.3.1990	1
ID=gene-Tb927.3.2020	1
ID=gene-Tb927.3.2040	1
ID=gene-Tb927.3.2050	1
ID=gene-Tb927.3.2060	1
ID=gene-Tb927.3.2070	1
ID=gene-Tb927.3.2080	1
ID=gene-Tb927.3.2090	1
ID=gene-Tb927.3.2110	1
ID=gene-Tb927.3.2120	1
ID=gene-Tb927.3.2130	1
ID=gene-Tb927.3.2140	1
ID=gene-Tb927.3.2160	1
ID=gene-Tb927.3.2170	1
ID=gene-Tb927.3.2180	1
ID=gene-Tb927.3.2190	1
ID=gene-Tb927.3.2210	1
ID=gene-Tb927.3.2220	1
ID=gene-Tb927.3.2260	1
ID=gene-Tb927.3.2270	1
ID=gene-Tb927.3.2300	1
ID=gene-Tb927.3.2330	1
ID=gene-Tb927.3.2340	1
ID=gene-Tb927.3.2350	1
ID=gene-Tb927.3.2360	1
ID=gene-Tb927.3.2410	1
ID=gene-Tb927.3.2420	1
ID=gene-Tb927.3.2430	1
ID=gene-Tb927.3.2440	1
ID=gene-Tb927.3.2490	1
ID=gene-Tb927.3.2500	1
ID=gene-Tb927.3.2550	1
ID=gene-Tb927.3.2560	1
ID=gene-Tb927.3.2570	1
ID=gene-Tb927.3.2580	1
ID=gene-Tb927.3.2590	1
ID=gene-Tb927.3.2600	1
ID=gene-Tb927.3.2610	1
ID=gene-Tb927.3.2620	1
ID=gene-Tb927.3.2630	1
ID=gene-Tb927.3.2640	1
ID=gene-Tb927.3.2660	1
ID=gene-Tb927.3.2670	1
ID=gene-Tb927.3.2680	1
ID=gene-Tb927.3.2690	1
ID=gene-Tb927.3.2700	1
ID=gene-Tb927.3.2710	1
ID=gene-Tb927.3.2720	1
ID=gene-Tb927.3.2730	1
ID=gene-Tb927.3.2740	1
ID=gene-Tb927.3.2750	1
ID=gene-Tb927.3.2760	1
ID=gene-Tb927.3.2770	1
ID=gene-Tb927.3.2780	1
ID=gene-Tb927.3.2790	1
ID=gene-Tb927.3.2800	1
ID=gene-Tb927.3.2810	1
ID=gene-Tb927.3.2820	1
ID=gene-Tb927.3.2840	1
ID=gene-Tb927.3.2850	1
ID=gene-Tb927.3.2860	1
ID=gene-Tb927.3.2870	1
ID=gene-Tb927.3.2880	1
ID=gene-Tb927.3.2890	1
ID=gene-Tb927.3.2910	1
ID=gene-Tb927.3.2940	1
ID=gene-Tb927.3.2950	1
ID=gene-Tb927.3.2980	1
ID=gene-Tb927.3.2990	1
ID=gene-Tb927.3.3000	1
ID=gene-Tb927.3.3030	1
ID=gene-Tb927.3.3040	1
ID=gene-Tb927.3.3050	1
ID=gene-Tb927.3.3070	1
ID=gene-Tb927.3.3080	1
ID=gene-Tb927.3.3100	1
ID=gene-Tb927.3.3110	1
ID=gene-Tb927.3.3120	1
ID=gene-Tb927.3.3130	1
ID=gene-Tb927.3.3140	1
ID=gene-Tb927.3.3150	1
ID=gene-Tb927.3.3160	1
ID=gene-Tb927.3.3170	1
ID=gene-Tb927.3.3180	1
ID=gene-Tb927.3.3220	1
ID=gene-Tb927.3.3240	1
ID=gene-Tb927.3.3250	1
ID=gene-Tb927.3.3270	1
ID=gene-Tb927.3.3280	1
ID=gene-Tb927.3.3290	1
ID=gene-Tb927.3.3300	1
ID=gene-Tb927.3.3310	1
ID=gene-Tb927.3.3350	1
ID=gene-Tb927.3.3360	1
ID=gene-Tb927.3.3370	1
ID=gene-Tb927.3.3380	1
ID=gene-Tb927.3.3390	1
ID=gene-Tb927.3.3400	1
ID=gene-Tb927.3.3421	1
ID=gene-Tb927.3.3423	1
ID=gene-Tb927.3.3425	1
ID=gene-Tb927.3.3426	1
ID=gene-Tb927.3.3429	1
ID=gene-Tb927.3.3432	1
ID=gene-Tb927.3.3434	1
ID=gene-Tb927.3.3438	1
ID=gene-Tb927.3.3441	1
ID=gene-Tb927.3.3443	1
ID=gene-Tb927.3.3447	1
ID=gene-Tb927.3.3449	1
ID=gene-Tb927.3.3452	1
ID=gene-Tb927.3.3460	1
ID=gene-Tb927.3.3470	1
ID=gene-Tb927.3.3480	1
ID=gene-Tb927.3.3490	1
ID=gene-Tb927.3.3500	1
ID=gene-Tb927.3.3510	1
ID=gene-Tb927.3.3520	1
ID=gene-Tb927.3.3530	1
ID=gene-Tb927.3.3540	1
ID=gene-Tb927.3.3550	1
ID=gene-Tb927.3.3560	1
ID=gene-Tb927.3.3570	1
ID=gene-Tb927.3.3580	1
ID=gene-Tb927.3.3590	1
ID=gene-Tb927.3.3600	1
ID=gene-Tb927.3.3610	1
ID=gene-Tb927.3.3620	1
ID=gene-Tb927.3.3630	1
ID=gene-Tb927.3.3650	1
ID=gene-Tb927.3.3660	1
ID=gene-Tb927.3.3670	1
ID=gene-Tb927.3.3680	1
ID=gene-Tb927.3.3690	1
ID=gene-Tb927.3.3720	1
ID=gene-Tb927.3.3730	1
ID=gene-Tb927.3.3740	1
ID=gene-Tb927.3.3770	1
ID=gene-Tb927.3.3780	1
ID=gene-Tb927.3.3790	1
ID=gene-Tb927.3.3800	1
ID=gene-Tb927.3.3810	1
ID=gene-Tb927.3.3820	1
ID=gene-Tb927.3.3830	1
ID=gene-Tb927.3.3840	1
ID=gene-Tb927.3.3850	1
ID=gene-Tb927.3.3860	1
ID=gene-Tb927.3.3870	1
ID=gene-Tb927.3.3890	1
ID=gene-Tb927.3.3900	1
ID=gene-Tb927.3.3910	1
ID=gene-Tb927.3.3920	1
ID=gene-Tb927.3.3930	1
ID=gene-Tb927.3.3940	1
ID=gene-Tb927.3.3960	1
ID=gene-Tb927.3.3970	1
ID=gene-Tb927.3.3980	1
ID=gene-Tb927.3.3990	1
ID=gene-Tb927.3.4000	1
ID=gene-Tb927.3.4010	1
ID=gene-Tb927.3.4020	1
ID=gene-Tb927.3.4030	1
ID=gene-Tb927.3.4040	1
ID=gene-Tb927.3.4050	1
ID=gene-Tb927.3.4060	1
ID=gene-Tb927.3.4080	1
ID=gene-Tb927.3.4090	1
ID=gene-Tb927.3.4120	1
ID=gene-Tb927.3.4130	1
ID=gene-Tb927.3.4140	1
ID=gene-Tb927.3.4150	1
ID=gene-Tb927.3.4160	1
ID=gene-Tb927.3.4180	1
ID=gene-Tb927.3.4190	1
ID=gene-Tb927.3.4200	1
ID=gene-Tb927.3.4210	1
ID=gene-Tb927.3.4220	1
ID=gene-Tb927.3.4230	1
ID=gene-Tb927.3.4240	1
ID=gene-Tb927.3.4250	1
ID=gene-Tb927.3.4260	1
ID=gene-Tb927.3.4270	1
ID=gene-Tb927.3.4280	1
ID=gene-Tb927.3.4290	1
ID=gene-Tb927.3.4300	1
ID=gene-Tb927.3.4310	1
ID=gene-Tb927.3.4320	1
ID=gene-Tb927.3.4330	1
ID=gene-Tb927.3.4340	1
ID=gene-Tb927.3.4350	1
ID=gene-Tb927.3.4390	1
ID=gene-Tb927.3.4393	1
ID=gene-Tb927.3.4396	1
ID=gene-Tb927.3.4400	1
ID=gene-Tb927.3.4420	1
ID=gene-Tb927.3.4430	1
ID=gene-Tb927.3.4450	1
ID=gene-Tb927.3.4460	1
ID=gene-Tb927.3.4470	1
ID=gene-Tb927.3.4480	1
ID=gene-Tb927.3.4490	1
ID=gene-Tb927.3.4500	1
ID=gene-Tb927.3.4510	1
ID=gene-Tb927.3.4520	1
ID=gene-Tb927.3.4540	1
ID=gene-Tb927.3.4550	1
ID=gene-Tb927.3.4560	1
ID=gene-Tb927.3.4570	1
ID=gene-Tb927.3.4580	1
ID=gene-Tb927.3.4590	1
ID=gene-Tb927.3.4600	1
ID=gene-Tb927.3.4610	1
ID=gene-Tb927.3.4620	1
ID=gene-Tb927.3.4630	1
ID=gene-Tb927.3.4640	1
ID=gene-Tb927.3.4650	1
ID=gene-Tb927.3.4660	1
ID=gene-Tb927.3.4670	1
ID=gene-Tb927.3.4680	1
ID=gene-Tb927.3.4690	1
ID=gene-Tb927.3.4710	1
ID=gene-Tb927.3.4720	1
ID=gene-Tb927.3.4730	1
ID=gene-Tb927.3.4740	1
ID=gene-Tb927.3.4760	1
ID=gene-Tb927.3.4770	1
ID=gene-Tb927.3.4780	1
ID=gene-Tb927.3.4800	1
ID=gene-Tb927.3.4810	1
ID=gene-Tb927.3.4820	1
ID=gene-Tb927.3.4840	1
ID=gene-Tb927.3.4850	1
ID=gene-Tb927.3.4880	1
ID=gene-Tb927.3.4890	1
ID=gene-Tb927.3.4900	1
ID=gene-Tb927.3.4930	1
ID=gene-Tb927.3.4940	1
ID=gene-Tb927.3.4950	1
ID=gene-Tb927.3.4960	1
ID=gene-Tb927.3.4970	1
ID=gene-Tb927.3.4990	1
ID=gene-Tb927.3.5000	1
ID=gene-Tb927.3.5010	1
ID=gene-Tb927.3.5020	1
ID=gene-Tb927.3.5030	1
ID=gene-Tb927.3.5040	1
ID=gene-Tb927.3.5050	1
ID=gene-Tb927.3.5060	1
ID=gene-Tb927.3.5070	1
ID=gene-Tb927.3.5100	1
ID=gene-Tb927.3.5110	1
ID=gene-Tb927.3.5120	1
ID=gene-Tb927.3.5130	1
ID=gene-Tb927.3.5140	1
ID=gene-Tb927.3.5150	1
ID=gene-Tb927.3.5160	1
ID=gene-Tb927.3.5170	1
